OrderID,OrderDate,CustomerID,ProductID,OrderQuantity,SalesAmount
SO43791,2011-01-19,16484,314,1,3578.27
SO43792,2011-01-19,16623,312,1,3578.27
SO43793,2011-01-19,11000,344,1,3399.99
SO43794,2011-01-19,11029,347,1,3399.99
SO43795,2011-01-20,27615,312,1,3578.27
SO43796,2011-01-20,17956,342,1,699.0982
SO43797,2011-01-20,16345,312,1,3578.27
SO43798,2011-01-20,16521,310,1,3578.27
SO43799,2011-01-20,16636,312,1,3578.27
SO43800,2011-01-21,21710,311,1,3578.27
SO43801,2011-01-21,13583,311,1,3578.27
SO43802,2011-01-21,11593,312,1,3578.27
SO43803,2011-01-22,21741,314,1,3578.27
SO43804,2011-01-22,13585,310,1,3578.27
SO43805,2011-01-22,14510,328,1,699.0982
SO43806,2011-01-22,16523,312,1,3578.27
SO43807,2011-01-23,11611,312,1,3578.27
SO43808,2011-01-23,13259,313,1,3578.27
SO43809,2011-01-23,16350,310,1,3578.27
SO43810,2011-01-23,11004,345,1,3399.99
SO43811,2011-01-23,11026,346,1,3399.99
SO43812,2011-01-24,27662,312,1,3578.27
SO43813,2011-01-24,28390,350,1,3374.99
SO43814,2011-01-24,25866,350,1,3374.99
SO43815,2011-01-24,16494,311,1,3578.27
SO43816,2011-01-24,16496,314,1,3578.27
SO43817,2011-01-24,16519,310,1,3578.27
SO43818,2011-01-24,16528,312,1,3578.27
SO43819,2011-01-24,11006,346,1,3399.99
SO43820,2011-01-25,27651,312,1,3578.27
SO43821,2011-01-25,27663,310,1,3578.27
SO43822,2011-01-25,27669,313,1,3578.27
SO43823,2011-01-25,19942,342,1,699.0982
SO43824,2011-01-25,14558,338,1,699.0982
SO43825,2011-01-25,16349,313,1,3578.27
SO43826,2011-01-25,11008,348,1,3374.99
SO43827,2011-01-25,25250,338,1,699.0982
SO43828,2011-01-26,27605,310,1,3578.27
SO43829,2011-01-26,27611,310,1,3578.27
SO43830,2011-01-26,16347,311,1,3578.27
SO43831,2011-01-26,11028,349,1,3374.99
SO43832,2011-01-26,13584,310,1,3578.27
SO43833,2011-01-27,21727,310,1,3578.27
SO43834,2011-01-27,28393,348,1,3374.99
SO43835,2011-01-27,19802,348,1,3374.99
SO43836,2011-01-27,26620,324,1,699.0982
SO43837,2011-01-27,11009,350,1,3374.99
SO43838,2011-01-28,27641,313,1,3578.27
SO43839,2011-01-28,27673,311,1,3578.27
SO43840,2011-01-28,17957,326,1,699.0982
SO43841,2011-01-28,13406,314,1,3578.27
SO43842,2011-01-28,16630,312,1,3578.27
SO43918,2011-01-29,22041,313,1,3578.27
SO43919,2011-01-29,12124,314,1,3578.27
SO43920,2011-01-29,28066,313,1,3578.27
SO43921,2011-01-29,16743,313,1,3578.27
SO43922,2011-01-29,13546,310,1,3578.27
SO43923,2011-01-30,28018,312,1,3578.27
SO43924,2011-01-30,12132,310,1,3578.27
SO43925,2011-01-30,16661,314,1,3578.27
SO43926,2011-01-31,11055,351,1,3374.99
SO43927,2011-01-31,16662,314,1,3578.27
SO43928,2011-01-31,16740,313,1,3578.27
SO43929,2011-01-31,25270,322,1,699.0982
SO43930,2011-02-01,28038,312,1,3578.27
SO43931,2011-02-01,13548,313,1,3578.27
SO43932,2011-02-01,16741,314,1,3578.27
SO43933,2011-02-01,11031,347,1,3399.99
SO43934,2011-02-01,11034,346,1,3399.99
SO43935,2011-02-02,20048,334,1,699.0982
SO43936,2011-02-02,28065,311,1,3578.27
SO43937,2011-02-02,17047,312,1,3578.27
SO43938,2011-02-02,16686,310,1,3578.27
SO43939,2011-02-02,16659,312,1,3578.27
SO43940,2011-02-02,25294,336,1,699.0982
SO43941,2011-02-03,13600,314,1,3578.27
SO43942,2011-02-03,17051,310,1,3578.27
SO43943,2011-02-03,14565,338,1,699.0982
SO43944,2011-02-03,11054,344,1,3399.99
SO43945,2011-02-03,16675,310,1,3578.27
SO43946,2011-02-03,16687,313,1,3578.27
SO43947,2011-02-03,16712,310,1,3578.27
SO43948,2011-02-03,11047,345,1,3399.99
SO43949,2011-02-04,27726,310,1,3578.27
SO43950,2011-02-04,28014,311,1,3578.27
SO43951,2011-02-04,16696,311,1,3578.27
SO43952,2011-02-04,16639,312,1,3578.27
SO43953,2011-02-05,20049,342,1,699.0982
SO43954,2011-02-05,13602,311,1,3578.27
SO43955,2011-02-05,13661,314,1,3578.27
SO43956,2011-02-05,11030,344,1,3399.99
SO43957,2011-02-06,28068,313,1,3578.27
SO43958,2011-02-06,16658,312,1,3578.27
SO43959,2011-02-06,11035,348,1,3374.99
SO43960,2011-02-06,11046,349,1,3374.99
SO43961,2011-02-07,28031,311,1,3578.27
SO43962,2011-02-07,28076,312,1,3578.27
SO43963,2011-02-07,16685,314,1,3578.27
SO43964,2011-02-07,16745,312,1,3578.27
SO43965,2011-02-07,11038,351,1,3374.99
SO43966,2011-02-07,11039,347,1,3399.99
SO43967,2011-02-08,28040,313,1,3578.27
SO43968,2011-02-08,28067,313,1,3578.27
SO43969,2011-02-08,28071,310,1,3578.27
SO43970,2011-02-08,16684,311,1,3578.27
SO43971,2011-02-08,16657,314,1,3578.27
SO43972,2011-02-09,21939,314,1,3578.27
SO43973,2011-02-09,28039,312,1,3578.27
SO43974,2011-02-09,13687,312,1,3578.27
SO43975,2011-02-09,13540,312,1,3578.27
SO43976,2011-02-09,28063,310,1,3578.27
SO43977,2011-02-09,16703,312,1,3578.27
SO43978,2011-02-10,28030,310,1,3578.27
SO43979,2011-02-10,14576,322,1,699.0982
SO43980,2011-02-10,11048,351,1,3374.99
SO43981,2011-02-10,16664,314,1,3578.27
SO43982,2011-02-10,25271,342,1,699.0982
SO43983,2011-02-11,28017,314,1,3578.27
SO43984,2011-02-11,13545,311,1,3578.27
SO43985,2011-02-11,13515,313,1,3578.27
SO43986,2011-02-11,28070,310,1,3578.27
SO43987,2011-02-12,28042,310,1,3578.27
SO43988,2011-02-12,11244,344,1,3399.99
SO43989,2011-02-12,28083,312,1,3578.27
SO43990,2011-02-12,25872,344,1,3399.99
SO43991,2011-02-12,16660,310,1,3578.27
SO43992,2011-02-12,16638,311,1,3578.27
SO43993,2011-02-14,16929,314,1,3578.27
SO43994,2011-02-15,27681,314,1,3578.27
SO43995,2011-02-15,21813,312,1,3578.27
SO43996,2011-02-15,27920,310,1,3578.27
SO43997,2011-02-15,28022,310,1,3578.27
SO43998,2011-02-15,11033,348,1,3374.99
SO43999,2011-02-15,28047,311,1,3578.27
SO44000,2011-02-16,27918,311,1,3578.27
SO44001,2011-02-16,28044,313,1,3578.27
SO44002,2011-02-16,14572,336,1,699.0982
SO44003,2011-02-16,19325,342,1,699.0982
SO44004,2011-02-16,28061,310,1,3578.27
SO44005,2011-02-16,26629,334,1,699.0982
SO44006,2011-02-16,16744,310,1,3578.27
SO44007,2011-02-16,25555,320,1,699.0982
SO44008,2011-02-17,27678,312,1,3578.27
SO44009,2011-02-17,27759,314,1,3578.27
SO44010,2011-02-17,13680,310,1,3578.27
SO44011,2011-02-17,13514,310,1,3578.27
SO44012,2011-02-17,11052,349,1,3374.99
SO44013,2011-02-17,16928,312,1,3578.27
SO44014,2011-02-18,27917,313,1,3578.27
SO44015,2011-02-18,13693,311,1,3578.27
SO44016,2011-02-18,11247,350,1,3374.99
SO44017,2011-02-18,28078,310,1,3578.27
SO44018,2011-02-18,25876,350,1,3374.99
SO44019,2011-02-18,16701,310,1,3578.27
SO44020,2011-02-18,16931,311,1,3578.27
SO44021,2011-02-18,11032,348,1,3374.99
SO44022,2011-02-19,22008,313,1,3578.27
SO44023,2011-02-19,19830,349,1,3374.99
SO44024,2011-02-19,16663,314,1,3578.27
SO44025,2011-02-19,16708,314,1,3578.27
SO44026,2011-02-19,17045,310,1,3578.27
SO44027,2011-02-20,21921,310,1,3578.27
SO44028,2011-02-20,17048,312,1,3578.27
SO44029,2011-02-20,11050,350,1,3374.99
SO44030,2011-02-21,12131,311,1,3578.27
SO44031,2011-02-21,13689,313,1,3578.27
SO44032,2011-02-21,11243,344,1,3399.99
SO44033,2011-02-21,16693,314,1,3578.27
SO44034,2011-02-21,16702,313,1,3578.27
SO44035,2011-02-21,16707,312,1,3578.27
SO44036,2011-02-21,17046,310,1,3578.27
SO44037,2011-02-21,25272,328,1,699.0982
SO44038,2011-02-21,25868,344,1,3399.99
SO44039,2011-02-22,17971,342,1,699.0982
SO44040,2011-02-22,11057,351,1,3374.99
SO44041,2011-02-22,16742,313,1,3578.27
SO44042,2011-02-23,13678,313,1,3578.27
SO44043,2011-02-23,13679,311,1,3578.27
SO44044,2011-02-23,13690,314,1,3578.27
SO44045,2011-02-23,28394,344,1,3399.99
SO44046,2011-02-23,28064,313,1,3578.27
SO44047,2011-02-23,25878,344,1,3399.99
SO44048,2011-02-23,16713,314,1,3578.27
SO44049,2011-02-24,13538,314,1,3578.27
SO44050,2011-02-24,17050,310,1,3578.27
SO44051,2011-02-25,13691,310,1,3578.27
SO44052,2011-02-25,16637,314,1,3578.27
SO44053,2011-02-26,19329,338,1,699.0982
SO44054,2011-02-26,13542,314,1,3578.27
SO44055,2011-02-26,13543,310,1,3578.27
SO44056,2011-02-26,13559,314,1,3578.27
SO44057,2011-02-26,14577,338,1,699.0982
SO44058,2011-02-26,11056,350,1,3374.99
SO44059,2011-02-26,16688,313,1,3578.27
SO44060,2011-02-26,25273,342,1,699.0982
SO44061,2011-02-27,27919,310,1,3578.27
SO44062,2011-02-27,28041,310,1,3578.27
SO44063,2011-02-27,11240,344,1,3399.99
SO44064,2011-02-27,22050,310,1,3578.27
SO44065,2011-02-27,28062,310,1,3578.27
SO44066,2011-02-27,25867,344,1,3399.99
SO44067,2011-02-27,17049,310,1,3578.27
SO44068,2011-02-28,13541,313,1,3578.27
SO44069,2011-02-28,28395,349,1,3374.99
SO44070,2011-02-28,19829,349,1,3374.99
SO44071,2011-02-28,16691,313,1,3578.27
SO44072,2011-02-28,16656,311,1,3578.27
SO44073,2011-02-28,11044,351,1,3374.99
SO44134,2011-03-01,13821,310,1,3578.27
SO44135,2011-03-01,28156,310,1,3578.27
SO44136,2011-03-01,22114,311,1,3578.27
SO44137,2011-03-01,17328,314,1,3578.27
SO44138,2011-03-02,13765,310,1,3578.27
SO44139,2011-03-02,13792,311,1,3578.27
SO44140,2011-03-02,12221,311,1,3578.27
SO44141,2011-03-02,13572,313,1,3578.27
SO44142,2011-03-02,22058,313,1,3578.27
SO44143,2011-03-02,28145,313,1,3578.27
SO44144,2011-03-02,17071,312,1,3578.27
SO44145,2011-03-02,17309,310,1,3578.27
SO44146,2011-03-02,17310,313,1,3578.27
SO44147,2011-03-02,17320,310,1,3578.27
SO44148,2011-03-03,28172,310,1,3578.27
SO44149,2011-03-03,17242,312,1,3578.27
SO44150,2011-03-03,17315,312,1,3578.27
SO44151,2011-03-03,25558,328,1,699.0982
SO44152,2011-03-04,11334,346,1,3399.99
SO44153,2011-03-04,28168,312,1,3578.27
SO44154,2011-03-04,28181,311,1,3578.27
SO44155,2011-03-04,28131,313,1,3578.27
SO44156,2011-03-04,25887,346,1,3399.99
SO44157,2011-03-04,17055,314,1,3578.27
SO44158,2011-03-05,13567,311,1,3578.27
SO44159,2011-03-05,28182,311,1,3578.27
SO44160,2011-03-05,28186,312,1,3578.27
SO44161,2011-03-06,13772,314,1,3578.27
SO44162,2011-03-06,28185,311,1,3578.27
SO44163,2011-03-06,28193,314,1,3578.27
SO44164,2011-03-06,28088,310,1,3578.27
SO44165,2011-03-06,17065,313,1,3578.27
SO44166,2011-03-06,14581,338,1,699.0982
SO44167,2011-03-06,17308,314,1,3578.27
SO44168,2011-03-07,12211,313,1,3578.27
SO44169,2011-03-07,28179,311,1,3578.27
SO44170,2011-03-07,28183,314,1,3578.27
SO44171,2011-03-07,28112,313,1,3578.27
SO44172,2011-03-07,14584,338,1,699.0982
SO44173,2011-03-08,13784,312,1,3578.27
SO44174,2011-03-08,17229,311,1,3578.27
SO44175,2011-03-08,17246,313,1,3578.27
SO44176,2011-03-09,12220,314,1,3578.27
SO44177,2011-03-09,11337,350,1,3374.99
SO44178,2011-03-09,28097,312,1,3578.27
SO44179,2011-03-09,25888,350,1,3374.99
SO44180,2011-03-09,11058,347,1,3399.99
SO44181,2011-03-09,17294,312,1,3578.27
SO44182,2011-03-09,17299,310,1,3578.27
SO44183,2011-03-10,28158,310,1,3578.27
SO44184,2011-03-10,17247,314,1,3578.27
SO44185,2011-03-10,17280,310,1,3578.27
SO44186,2011-03-12,25889,347,1,3399.99
SO44187,2011-03-12,17069,313,1,3578.27
SO44188,2011-03-13,20052,334,1,699.0982
SO44189,2011-03-13,20054,322,1,699.0982
SO44190,2011-03-13,11061,348,1,3374.99
SO44191,2011-03-13,17248,310,1,3578.27
SO44192,2011-03-14,13570,312,1,3578.27
SO44193,2011-03-14,28164,312,1,3578.27
SO44194,2011-03-14,17064,310,1,3578.27
SO44195,2011-03-14,17249,313,1,3578.27
SO44196,2011-03-14,17295,314,1,3578.27
SO44197,2011-03-15,28096,312,1,3578.27
SO44198,2011-03-15,28150,310,1,3578.27
SO44199,2011-03-15,17259,313,1,3578.27
SO44200,2011-03-15,17312,311,1,3578.27
SO44201,2011-03-16,12254,313,1,3578.27
SO44202,2011-03-16,28159,311,1,3578.27
SO44203,2011-03-16,28149,312,1,3578.27
SO44204,2011-03-16,14580,336,1,699.0982
SO44205,2011-03-16,17285,312,1,3578.27
SO44206,2011-03-17,11250,347,1,3399.99
SO44207,2011-03-17,28162,313,1,3578.27
SO44208,2011-03-17,25879,347,1,3399.99
SO44209,2011-03-17,17257,311,1,3578.27
SO44210,2011-03-18,13783,310,1,3578.27
SO44211,2011-03-18,28154,313,1,3578.27
SO44212,2011-03-18,28170,312,1,3578.27
SO44213,2011-03-18,17351,310,1,3578.27
SO44214,2011-03-18,17332,311,1,3578.27
SO44215,2011-03-19,28180,312,1,3578.27
SO44216,2011-03-19,13560,314,1,3578.27
SO44217,2011-03-19,28148,310,1,3578.27
SO44218,2011-03-19,22109,311,1,3578.27
SO44219,2011-03-19,14590,338,1,699.0982
SO44220,2011-03-19,11060,345,1,3399.99
SO44221,2011-03-19,17255,314,1,3578.27
SO44222,2011-03-19,17258,311,1,3578.27
SO44223,2011-03-20,13847,310,1,3578.27
SO44224,2011-03-20,28166,314,1,3578.27
SO44225,2011-03-21,20060,322,1,699.0982
SO44226,2011-03-21,12255,313,1,3578.27
SO44227,2011-03-21,28401,349,1,3374.99
SO44228,2011-03-21,11333,344,1,3399.99
SO44229,2011-03-21,25886,344,1,3399.99
SO44230,2011-03-21,17241,312,1,3578.27
SO44231,2011-03-21,17973,334,1,699.0982
SO44232,2011-03-21,17334,312,1,3578.27
SO44233,2011-03-22,13841,310,1,3578.27
SO44234,2011-03-22,28184,312,1,3578.27
SO44235,2011-03-22,22117,313,1,3578.27
SO44236,2011-03-22,28191,312,1,3578.27
SO44237,2011-03-22,17056,310,1,3578.27
SO44238,2011-03-22,17079,311,1,3578.27
SO44239,2011-03-23,12217,311,1,3578.27
SO44240,2011-03-23,13580,311,1,3578.27
SO44241,2011-03-23,28155,313,1,3578.27
SO44242,2011-03-23,28163,313,1,3578.27
SO44243,2011-03-23,17278,312,1,3578.27
SO44244,2011-03-23,17329,312,1,3578.27
SO44245,2011-03-23,25556,330,1,699.0982
SO44246,2011-03-24,12219,312,1,3578.27
SO44247,2011-03-24,17233,310,1,3578.27
SO44248,2011-03-24,17240,313,1,3578.27
SO44249,2011-03-25,13845,313,1,3578.27
SO44250,2011-03-25,28167,312,1,3578.27
SO44251,2011-03-25,28190,311,1,3578.27
SO44252,2011-03-26,13777,312,1,3578.27
SO44253,2011-03-26,28099,310,1,3578.27
SO44254,2011-03-26,28142,314,1,3578.27
SO44255,2011-03-26,14585,340,1,699.0982
SO44256,2011-03-26,17232,312,1,3578.27
SO44257,2011-03-27,12212,313,1,3578.27
SO44258,2011-03-27,13579,310,1,3578.27
SO44259,2011-03-27,28171,312,1,3578.27
SO44260,2011-03-27,28194,312,1,3578.27
SO44261,2011-03-27,22112,312,1,3578.27
SO44262,2011-03-27,20149,322,1,699.0982
SO44263,2011-03-27,17279,310,1,3578.27
SO44264,2011-03-27,17286,313,1,3578.27
SO44265,2011-03-27,25557,320,1,699.0982
SO44266,2011-03-27,25559,336,1,699.0982
SO44267,2011-03-28,19339,336,1,699.0982
SO44268,2011-03-28,13820,312,1,3578.27
SO44269,2011-03-29,14589,326,1,699.0982
SO44270,2011-03-30,13794,314,1,3578.27
SO44271,2011-03-30,13846,314,1,3578.27
SO44272,2011-03-30,12256,311,1,3578.27
SO44273,2011-03-30,28147,311,1,3578.27
SO44274,2011-03-30,28152,314,1,3578.27
SO44275,2011-03-30,17256,311,1,3578.27
SO44276,2011-03-30,17277,313,1,3578.27
SO44277,2011-03-30,17288,311,1,3578.27
SO44278,2011-03-30,17293,310,1,3578.27
SO44279,2011-03-30,17326,313,1,3578.27
SO44320,2011-03-31,14429,314,1,3578.27
SO44321,2011-03-31,28222,311,1,3578.27
SO44322,2011-03-31,17975,328,1,699.0982
SO44323,2011-03-31,11072,344,1,3399.99
SO44324,2011-04-01,12267,311,1,3578.27
SO44325,2011-04-01,11095,351,1,3374.99
SO44326,2011-04-01,17728,312,1,3578.27
SO44327,2011-04-02,28598,314,1,3578.27
SO44328,2011-04-02,17921,310,1,3578.27
SO44329,2011-04-02,17904,311,1,3578.27
SO44330,2011-04-02,28199,312,1,3578.27
SO44331,2011-04-03,28257,311,1,3578.27
SO44332,2011-04-03,17510,310,1,3578.27
SO44333,2011-04-04,11343,345,1,3399.99
SO44334,2011-04-04,28273,311,1,3578.27
SO44335,2011-04-04,20165,324,1,699.0982
SO44336,2011-04-04,25895,345,1,3399.99
SO44337,2011-04-04,11097,351,1,3374.99
SO44338,2011-04-04,18188,314,1,3578.27
SO44339,2011-04-04,18189,311,1,3578.27
SO44340,2011-04-04,17354,314,1,3578.27
SO44341,2011-04-05,25905,348,1,3374.99
SO44342,2011-04-05,14610,320,1,699.0982
SO44343,2011-04-05,17920,314,1,3578.27
SO44344,2011-04-06,14427,310,1,3578.27
SO44345,2011-04-06,28200,313,1,3578.27
SO44346,2011-04-06,14602,336,1,699.0982
SO44347,2011-04-06,17911,312,1,3578.27
SO44348,2011-04-07,14159,313,1,3578.27
SO44349,2011-04-07,28243,311,1,3578.27
SO44350,2011-04-07,28244,312,1,3578.27
SO44351,2011-04-07,28271,314,1,3578.27
SO44352,2011-04-07,28297,311,1,3578.27
SO44353,2011-04-07,14591,326,1,699.0982
SO44354,2011-04-07,14603,336,1,699.0982
SO44355,2011-04-07,11093,347,1,3399.99
SO44356,2011-04-07,11099,345,1,3399.99
SO44357,2011-04-07,17511,310,1,3578.27
SO44358,2011-04-07,17732,310,1,3578.27
SO44359,2011-04-08,14525,311,1,3578.27
SO44360,2011-04-08,14158,311,1,3578.27
SO44361,2011-04-08,13686,310,1,3578.27
SO44362,2011-04-08,28259,310,1,3578.27
SO44363,2011-04-08,28285,312,1,3578.27
SO44364,2011-04-08,11092,348,1,3374.99
SO44365,2011-04-08,17912,313,1,3578.27
SO44366,2011-04-08,17502,313,1,3578.27
SO44367,2011-04-08,25562,328,1,699.0982
SO44368,2011-04-09,14150,314,1,3578.27
SO44369,2011-04-09,28250,310,1,3578.27
SO44370,2011-04-09,18193,313,1,3578.27
SO44371,2011-04-09,17514,311,1,3578.27
SO44372,2011-04-09,17736,310,1,3578.27
SO44373,2011-04-10,13767,310,1,3578.27
SO44374,2011-04-10,14157,310,1,3578.27
SO44375,2011-04-10,14183,310,1,3578.27
SO44376,2011-04-10,29399,349,1,3374.99
SO44377,2011-04-10,28234,310,1,3578.27
SO44378,2011-04-10,25903,349,1,3374.99
SO44379,2011-04-10,11080,351,1,3374.99
SO44380,2011-04-10,17915,310,1,3578.27
SO44381,2011-04-11,14191,313,1,3578.27
SO44382,2011-04-11,11341,347,1,3399.99
SO44383,2011-04-11,28268,310,1,3578.27
SO44384,2011-04-11,28296,311,1,3578.27
SO44385,2011-04-11,28298,314,1,3578.27
SO44386,2011-04-11,28587,312,1,3578.27
SO44387,2011-04-11,11096,351,1,3374.99
SO44388,2011-04-11,17924,310,1,3578.27
SO44389,2011-04-11,17925,313,1,3578.27
SO44390,2011-04-11,17353,314,1,3578.27
SO44391,2011-04-11,17730,313,1,3578.27
SO44392,2011-04-11,17910,314,1,3578.27
SO44393,2011-04-12,29398,345,1,3399.99
SO44394,2011-04-12,28246,313,1,3578.27
SO44395,2011-04-12,28339,314,1,3578.27
SO44396,2011-04-12,25901,345,1,3399.99
SO44397,2011-04-12,14596,330,1,699.0982
SO44398,2011-04-12,17733,312,1,3578.27
SO44399,2011-04-13,28240,311,1,3578.27
SO44400,2011-04-13,28588,312,1,3578.27
SO44401,2011-04-13,17515,312,1,3578.27
SO44402,2011-04-14,13666,314,1,3578.27
SO44403,2011-04-14,19844,350,1,3374.99
SO44404,2011-04-15,28221,314,1,3578.27
SO44405,2011-04-15,28224,310,1,3578.27
SO44406,2011-04-15,28299,313,1,3578.27
SO44407,2011-04-15,11077,351,1,3374.99
SO44408,2011-04-15,11103,351,1,3374.99
SO44409,2011-04-15,25563,320,1,699.0982
SO44410,2011-04-16,28223,310,1,3578.27
SO44411,2011-04-16,28584,312,1,3578.27
SO44412,2011-04-16,11100,349,1,3374.99
SO44413,2011-04-17,13606,310,1,3578.27
SO44414,2011-04-17,28340,311,1,3578.27
SO44415,2011-04-17,28355,312,1,3578.27
SO44416,2011-04-17,11069,345,1,3399.99
SO44417,2011-04-17,17917,311,1,3578.27
SO44418,2011-04-17,17919,311,1,3578.27
SO44419,2011-04-17,17352,310,1,3578.27
SO44420,2011-04-17,17512,311,1,3578.27
SO44421,2011-04-18,13607,313,1,3578.27
SO44422,2011-04-18,19353,326,1,699.0982
SO44423,2011-04-18,28586,313,1,3578.27
SO44424,2011-04-18,17916,312,1,3578.27
SO44425,2011-04-18,17504,311,1,3578.27
SO44426,2011-04-19,13770,314,1,3578.27
SO44427,2011-04-19,14146,314,1,3578.27
SO44428,2011-04-19,28362,313,1,3578.27
SO44429,2011-04-19,28583,314,1,3578.27
SO44430,2011-04-19,17927,313,1,3578.27
SO44431,2011-04-19,17725,312,1,3578.27
SO44432,2011-04-20,14165,314,1,3578.27
SO44433,2011-04-20,28270,312,1,3578.27
SO44434,2011-04-20,28580,310,1,3578.27
SO44435,2011-04-21,28573,312,1,3578.27
SO44436,2011-04-21,26630,322,1,699.0982
SO44437,2011-04-21,11076,344,1,3399.99
SO44438,2011-04-21,17909,312,1,3578.27
SO44439,2011-04-22,14195,310,1,3578.27
SO44440,2011-04-22,12261,312,1,3578.27
SO44441,2011-04-22,22118,312,1,3578.27
SO44442,2011-04-22,14599,334,1,699.0982
SO44443,2011-04-22,17370,310,1,3578.27
SO44444,2011-04-24,13697,311,1,3578.27
SO44445,2011-04-25,17478,314,1,3578.27
SO44446,2011-04-25,17914,313,1,3578.27
SO44447,2011-04-26,12265,312,1,3578.27
SO44448,2011-04-26,28264,311,1,3578.27
SO44449,2011-04-26,28293,312,1,3578.27
SO44450,2011-04-26,28294,310,1,3578.27
SO44451,2011-04-26,28295,313,1,3578.27
